pais,categoria,tematica,tecnica,soporte,medidas,fecha,etiquetas,precio,obra,autor,link
Espana,Pintura,Lienzo,Acrilico,Paisaje,54 x 65 cm,Artelista desde: 25 de Mayo de 2017,"plumillas.mujer, acuarelas, rostro, nino, manzana, palomas",90.013 MX$,En la Percha,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/7326319116159967-en-la-percha.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,54 x 65 cm,Artelista desde: 5 de Junio de 2017,"tendedera, lina, alambre, cuerda, palillo, tender",90.013 MX$,Jeans!,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/9652315792146890-jeans.html
Italia,Pintura,Tela,Acrilico,Paisaje,80 x 80 cm,Artelista desde: 24 de Agosto de 2017,"art, surrealismo, pittura, italia, originale, contemporanea",100.014 MX$,Oro verde,Giuseppe Sticchinain,https://www.artelista.com/obra/2353926244235729-oro-verde.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,50 x 70 cm,Artelista desde: 25 de Mayo de 2017,"manzana, palomas, plumillas.mujer, acuarelas, rostro, nino",90.013 MX$,En las botas,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/5418701859490413-en-las-botas.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,62 x 93 cm,Artelista desde: 28 de Junio de 2017,"bohio, cerca, toro, vaca, paisaje, paraguas",96.014 MX$,El Trovador y la ciudad.,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/8263376174248355-el-trovador-y-la-ciudad.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,50 x 70 cm,Artelista desde: 14 de Mayo de 2017,"cerca, toro, vaca, paisaje, paraguas, bohio",94.014 MX$,Paraguas,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/8043329054310903-paraguas.html
Espana,Pintura,Paisaje,Otros,Tabla,120 x 48 cm,Artelista desde: 1 de Agosto de 2017,"moto, motocicleta, bike, new york, nyc, calle",Obra vendida,New York #44,Socrates Rizquez,https://www.artelista.com/obra/7119191534147188-new-york-44.html
Argentina,Pintura,Paisaje,Media Mixta,Tela,180 x 150 cm,Artelista desde: 30 de Mayo de 2017,"#arte Latinoamericano, #arte emergente, #paisaje, #marina, #arquitectura, #arte argentino",Obra vendida,Encontrando la salida,Gisela Gaffoglio,https://www.artelista.com/obra/2963282129546872-encontrando-la-salida.html
Italia,Pintura,Tela,Acrilico,Marina,80 x 80 cm,Artelista desde: 18 de Junio de 2017,"italia, paesaggio, originale, contemporanea, pittura, art",120.017 MX$,Isola di Procida,Giuseppe Sticchinain,https://www.artelista.com/obra/5694505731869919-isola-di-procida.html
Italia,Pintura,Tela,Acrilico,Marina,80 x 80 cm,Artelista desde: 5 de Agosto de 2017,"pittura, contemporanea, originale, art, italia, surrealismo",100.014 MX$,Il libro dei racconti,Giuseppe Sticchinain,https://www.artelista.com/obra/5695511837390042-il-libro-dei-racconti.html
Argentina,Pintura,Tela,Media Mixta,Otros,200 x 150 cm,Artelista desde: 24 de Abril de 2017,"#arte emrgente, #arquitectura, #arte Latinoamericano, #urbano, #edificios, #arte Latinoamericano",93.354 MX$,Hope,Gisela Gaffoglio,https://www.artelista.com/obra/2309939353485411-hope.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,65 x 54 cm,Artelista desde: 26 de Abril de 2017,"sabana, tendedera, cuerda, paisaje, bohio, palma",100.014 MX$,En la Sabana.,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/2709104962971051-en-la-sabana.html
Italia,Pintura,Tela,Acrilico,Marina,80 x 80 cm,Artelista desde: 23 de Junio de 2017,"art, italia, pittura, contemporanea, originale, surrealismo",120.017 MX$,L'isola che non c'e,Giuseppe Sticchinain,https://www.artelista.com/obra/1769216258448372-lisola-che-non-c.html
Mexico,Pintura,Papel,Acuarela,Paisaje,35 x 54 cm,Artelista desde: 13 de Agosto de 2017,"ermita, bosque, construcciones, antiguo, sol, sombra",12.342 MX$,ERMITA DE SAN JOSE,Luis Armida ,https://www.artelista.com/obra/4662631891025687-ermita-de-san-jose.html
Estados Unidos,Pintura,Otros,Media Mixta,Lienzo,66 x 56 cm,Artelista desde: 10 de Julio de 2017,"mixedmediaoncanvas, oiloncanvas, abstract",600.084 MX$,Following You,Daniel Bottero,https://www.artelista.com/obra/8241409640882251-following-you.html
Mexico,Pintura,Papel,Acuarela,Marina,57 x 38 cm,Artelista desde: 17 de Junio de 2017,"atardecer, marina, agua",12.342 MX$,PUESTA DE SOL EN LA SALUTE,Luis Armida ,https://www.artelista.com/obra/6707661020025839-puesta-de-sol-en-la-salute.html
Espana,Pintura,Paisaje,Media Mixta,Lienzo,162 x 116 cm,Artelista desde: 7 de Mayo de 2017,"rojo, caracoles, paisaje, arboles, blanco",Obra vendida,El sendero blanco de los caracoles rojos 2 (diptico),B E,https://www.artelista.com/obra/5964734517111394-el-sendero-blanco-de-los-caracoles-rojos-2-diptico.html
Italia,Pintura,Tela,Acrilico,Marina,100 x 80 cm,Artelista desde: 28 de Abril de 2017,"art, paesaggio, italia, originale, contemporanea, pittura",Obra vendida,Nuova vita 03,Giuseppe Sticchinain,https://www.artelista.com/obra/3100926267022782-nuova-vita-03.html
Italia,Pintura,Tela,Acrilico,Paisaje,80 x 80 cm,Artelista desde: 29 de Agosto de 2017,"pittura, contemporanea, originale, surrealismo, art, italia",100.014 MX$,Tornando alle origini,Giuseppe Sticchinain,https://www.artelista.com/obra/1550972293870305-tornando-alle-origini.html
Espana,Pintura,Lienzo,Oleo,Desnudos,110 x 140 cm,Artelista desde: 26 de Diciembre de 2016,"cielo, hiperrealismo, surrealismo, figurativo, desnudo",190.027 MX$,Ingravidez,Jose Mulet,https://www.artelista.com/obra/7688342241259387-ingravidez.html
Argentina,Pintura,Otros,Media Mixta,Tela,190 x 150 cm,Artelista desde: 21 de Diciembre de 2016,"arte argentino, bohemia, abstracto, arquitectura, edificios, arte latinoamericano",Obra vendida,Armonias,Gisela Gaffoglio,https://www.artelista.com/obra/6495760914336161-armonias.html
Espana,Pintura,Lienzo,Oleo,Desnudos,108 x 153 cm,Artelista desde: 15 de Enero de 2017,"magia, desnudo, hiperrealismo, onirico, levitacion, fantasia",700.098 MX$,El castillo encantado,Jose Mulet,https://www.artelista.com/obra/4343315644693171-el-castillo-encantado.html
Uruguay,Pintura,Otros,Acrilico,Lienzo,200 x 200 cm,Artelista desde: 20 de Abril de 2017,"colorido, lineas, abstracto, caos, grande.grantamano, colores",Obra vendida,Caos de colores vendida,Olga Armand Ugon,https://www.artelista.com/obra/1001848683009040-caos-de-colores-vendida.html
Espana,Pintura,Paisaje,Oleo,Lienzo,81 x 100 cm,Artelista desde: 2 de Abril de 2017,"fachadas, peluqueria, peluqueria vallejo, madrid",Obra vendida,Gran Peluqueria Vallejo-Madrid,Tomas Castano,https://www.artelista.com/obra/2061107180937954-gran-peluqueria-vallejo-madrid.html
Colombia,Pintura,Lienzo,Oleo,Desnudos,120 x 150 cm,Artelista desde: 23 de Febrero de 2017,"colombia, mujer, etnico",100.014 MX$,Expresiones XXXIV,Martha Patricia Vega Vergara,https://www.artelista.com/obra/2098177425712633-expresiones-xxxiv.html
Espana,Pintura,Lienzo,Media Mixta,Animales,180 x 150 cm,Artelista desde: 21 de Marzo de 2017,"animales, colorido, figurativo",139.020 MX$,Dentro del paso,Eskerin Silva Jimenez,https://www.artelista.com/obra/2300642335123610-dentro-del-paso.html
Colombia,Pintura,Media Mixta,Otros,Lienzo,150 x 79 cm,Artelista desde: 11 de Febrero de 2017,"escombrera y clamor, abandono",100.014 MX$,Clamor Desesperado,Luis Orlando Garzon Pineros,https://www.artelista.com/obra/2153644812298569-clamor-desesperado.html
Italia,Pintura,Tela,Acrilico,Paisaje,100 x 70 cm,Artelista desde: 19 de Diciembre de 2016,"pittura, originale, paesaggio, luce, albero, contemporanea",120.017 MX$,L'ultimo albero,Giuseppe Sticchinain,https://www.artelista.com/obra/9019260121266794-lultimo-albero.html
Estados Unidos,Pintura,Tela,Retrato,Oleo,183 x 122 cm,Artelista desde: 5 de Marzo de 2017,"violacion, sexo, drugas, trafico, abuso, mujer",502.381 MX$,No trates,J'van Gabriel Barreiro,https://www.artelista.com/obra/7734636664559674-no-trates.html
Cuba,Pintura,Lienzo,Media Mixta,Retrato,100 x 120 cm,Artelista desde: 27 de Diciembre de 2016,"abstraccion, tecnica mixta., retrato, figuracion",180.026 MX$,Guantanamera  version,francisco nunez martinez,https://www.artelista.com/obra/8317362062583768-guantanamera-version.html
Espana,Pintura,Lienzo,Acrilico,Marina,73 x 60 cm,Artelista desde: 6 de Abril de 2017,"mujer, palomas, manzana, cubismo, texturas, expersionismo",95.214 MX$,No 5,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/7927279428134059-n-5.html
Cuba,Pintura,Lienzo,Acrilico,Otros,124 x 94 cm,Artelista desde: 17 de Marzo de 2017,sin etiquetas,250.035 MX$,La Ying y la Yang,Armando Valcarcel Guevara,https://www.artelista.com/obra/1355691099503492-la-ying-y-la-yang.html
Espana,Pintura,Tabla,Acrilico,Bodegones,40 x 80 cm,Artelista desde: 16 de Abril de 2017,"Rent, papaya, tendedera, palillo, frutabomba, trabas",114.016 MX$,Se alquila- For rent,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/7689077530735345-se-alquila-for-rent.html
Espana,Pintura,Lienzo,Acrilico,Paisaje,50 x 61 cm,Artelista desde: 30 de Marzo de 2017,"mujer, palomas, manzana, cubismo, texturas, expersionismo",100.014 MX$,Esta tierra nuestra,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/7620032351205122-esta-tierra-nuestra.html
Espana,Pintura,Tabla,Media Mixta,Retrato,150 x 122 cm,Artelista desde: 3 de Enero de 2017,"camisa, sofa, portrait, retrato, desnudo, padres",100.014 MX$,Doble retrato de unos padres,Adrian GoMa,https://www.artelista.com/obra/8183461434546574-doble-retrato-de-unos-padres.html
Argentina,Pintura,Tabla,Acrilico,Desnudos,50 x 60 cm,Artelista desde: 31 de Enero de 2017,"desnudo, tecnica mixta, tallado, acrilico, color, mujer",1.359 MX$,Mil maravillas,Mora Fiano Salas,https://www.artelista.com/obra/3156599425134549-mil-maravillas.html
Colombia,Pintura,Lienzo,Oleo,Figura,150 x 120 cm,Artelista desde: 23 de Febrero de 2017,"mujer, etnico, colombia",100.014 MX$,Maternidad XXIII,Martha Patricia Vega Vergara,https://www.artelista.com/obra/5257946755724439-maternidad-xxiii.html
China,Pintura,Paisaje,Oleo,Lienzo,155 x 155 cm,Artelista desde: 16 de Abril de 2017,"original, landscape, deco, wall art, oil painting, oil on canvas",116.017 MX$,Light from Chinese rural village 253,jingshen you,https://www.artelista.com/obra/8475223976685032-light-from-chinese-rural-village-253.html
Cuba,Pintura,Lienzo,Oleo,Figura,90 x 130 cm,Artelista desde: 14 de Febrero de 2017,ronielllerenaandrade@facebook.co,96.076 MX$,Atrapa Suenos,Roniel llerena Andrade,https://www.artelista.com/obra/6243623324848681-atrapa-suenos.html
Espana,Pintura,Lienzo,Media Mixta,Figura,160 x 100 cm,Artelista desde: 26 de Enero de 2017,"metro, personas, color",120.017 MX$,METRO,Angel Guitian,https://www.artelista.com/obra/5068871851622843-metro.html
Espana,Pintura,Lienzo,Oleo,Animales,92 x 60 cm,Artelista desde: 10 de Octubre de 2016,Sol paisaje animales,96.014 MX$,Serie elefantespadre e hijo,alberto jose aliern,https://www.artelista.com/obra/6182369519662492-serie-elefantespadre-e-hijo.html
Chile,Pintura,Acrilico,Retrato,Papel,45 x 60 cm,Artelista desde: 3 de Diciembre de 2016,"sexy, rosado, fiesta, mujer, sensualidad, trasnoche",100.477 MX$,5:00 a.m.,Veronica Byers,https://www.artelista.com/obra/2198897281698766-5-am.html
Espana,Pintura,Lienzo,Oleo,Figura,113 x 162 cm,Artelista desde: 18 de Octubre de 2016,"mundo, tatuaje, figura, mujer",100.014 MX$,Terra Orbis,Fausti Adan,https://www.artelista.com/obra/1013527374617987-terra-orbis.html
Espana,Pintura,Lienzo,Acrilico,Otros,162 x 146 cm,Artelista desde: 24 de Noviembre de 2016,"pintura abstracta, cuadro abstracto, abstract painting",240.034 MX$,Escribir en el aire,Jose Ramon Vaca,https://www.artelista.com/obra/7274178736247939-escribir-en-el-aire.html
Espana,Pintura,Paisaje,Acrilico,Lienzo,100 x 125 cm,Artelista desde: 14 de Noviembre de 2016,"paladares, cuentapropistas, ruinas, calles barrios, habana, testimonio",180.026 MX$,Testimonio,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/8680599864206610-testimonio.html
Chile,Pintura,Tela,Oleo,Figura,210 x 110 cm,Artelista desde: 6 de Diciembre de 2016,"mar, mujers, playa, fuccia, fluorente, azul",321.524 MX$,Meeting Point,Veronica Byers,https://www.artelista.com/obra/8420199292815304-meeting-point.html
Espana,Pintura,Lienzo,Oleo,Figura,81 x 116 cm,Artelista desde: 18 de Octubre de 2016,"figura, mujer, geisha, kimono, china, japonesa",140.020 MX$,Japonesa,Fausti Adan,https://www.artelista.com/obra/9544576570979468-japonesa.html
Chile,Pintura,Papel,Acrilico,Retrato,45 x 65 cm,Artelista desde: 1 de Diciembre de 2016,"esperanza, ojos, mirada, rosado, mujer",100.477 MX$,Espera,Veronica Byers,https://www.artelista.com/obra/6935855751412815-espera.html
Chile,Pintura,Papel,Acrilico,Retrato,45 x 65 cm,Artelista desde: 1 de Diciembre de 2016,"nino, payaso, azul, guerra, alegria, tristeza",100.477 MX$,El eco de una sonrisa,Veronica Byers,https://www.artelista.com/obra/7291983439001281-el-eco-de-una-sonrisa.html
Espana,Pintura,Lienzo,Oleo,Otros,120 x 70 cm,Artelista desde: 8 de Octubre de 2016,sin etiquetas,96.014 MX$,Sa Carroca,alberto jose aliern,https://www.artelista.com/obra/8669759093840251-sa-carroca.html
Peru,Pintura,Lienzo,Oleo,Paisaje,160 x 70 cm,Artelista desde: 3 de Diciembre de 2016,"reynaldo, guillermo, rivera, rondon",Obra vendida,Paisaje Serrano del Peru,Reynaldo Guillermo  Rivera Rondon,https://www.artelista.com/obra/6817647953544734-paisaje-serrano-del-peru.html
Argentina,Pintura,Lienzo,Acrilico,Otros,120 x 120 cm,Artelista desde: 30 de Noviembre de 2016,"expresionismo, piso, color, ABSTRACTO FUERZA",Obra vendida,PROHIBIDO PISAR,Mayra Lifich,https://www.artelista.com/obra/4946165526294539-prohibido-pisar.html
Rumania,Pintura,Lienzo,Oleo,Otros,160 x 140 cm,Artelista desde: 8 de Diciembre de 2016,"pictura, abstract",Obra vendida,abstract Inger dansand Bolero,Elena Bissinger elly6402,https://www.artelista.com/obra/5912820137717403-abstract-inger-dansand-bolero.html
Mexico,Pintura,Lienzo,Media Mixta,Desnudos,70 x 100 cm,Artelista desde: 20 de Noviembre de 2016,"abstracto, figurativo, desnudo, oleo, acrilico, fosforescente",12.031 MX$,Brio ,David Ramirez Cuen,https://www.artelista.com/obra/8612571314522088-brio.html
Argentina,Pintura,Tela,Media Mixta,Otros,190 x 150 cm,Artelista desde: 27 de Septiembre de 2016,"abstracto, arquitectura, industria, barcos, urbe, fabril",81.472 MX$,La fabrica,Gisela Gaffoglio,https://www.artelista.com/obra/5914887734283882-la-fabrica.html
Uruguay,Pintura,Lienzo,Media Mixta,Otros,160 x 136 cm,Artelista desde: 28 de Octubre de 2016,"cara, latino, color",146.021 MX$,Los viejos de Musgo,Hugo Maria Olascoaga Kondratowicz,https://www.artelista.com/obra/5268314546420256-los-viejos-de-musgo.html
Chile,Pintura,Papel,Acrilico,Retrato,45 x 65 cm,Artelista desde: 6 de Diciembre de 2016,"hambre, horfandad, carbon, nino, ojos, mirada",100.477 MX$,Mirandote a los ojos,Veronica Byers,https://www.artelista.com/obra/8903444627882255-mirandote-a-los-ojos.html
Espana,Pintura,Lienzo,Media Mixta,Figura,195 x 114 cm,Artelista desde: 18 de Diciembre de 2016,"pierrot, floral, peces, mar, margaritas, turquesa",160.023 MX$,comedia dell'arte,David Monros Guiteras,https://www.artelista.com/obra/1519975467419850-comedia-dellarte.html
Argentina,Pintura,Tela,Acrilico,Otros,150 x 110 cm,Artelista desde: 5 de Noviembre de 2016,"expresionismo, color, potencia, casa tomada",100.014 MX$,CASA TOMADA,Mayra Lifich,https://www.artelista.com/obra/6181290695029605-casa-tomada.html
Italia,Pintura,Tela,Acrilico,Marina,50 x 70 cm,Artelista desde: 26 de Septiembre de 2016,"italia, originale, contemporanea, pittura, arte, art",Obra vendida,Tonni nel canale,Giuseppe Sticchinain,https://www.artelista.com/obra/9242484435248266-tonni-nel-canale.html
Chile,Pintura,Papel,Acrilico,Retrato,45 x 65 cm,Artelista desde: 3 de Diciembre de 2016,"huerfano, tristeza, abandono, soledad, nino, guerra",100.477 MX$,Sobreviviente,Veronica Byers,https://www.artelista.com/obra/3139034865052672-sobreviviente.html
Argentina,Pintura,Otros,Papel,Acrilico,35 x 50 cm,Artelista desde: 14 de Junio de 2016,"figurativo, abstracto, color",1.196 MX$,sin titulo,Luli Balboa,https://www.artelista.com/obra/4688981483447083-sin-titulo.html
Mexico,Pintura,Tela,Oleo,Desnudos,110 x 80 cm,Artelista desde: 22 de Septiembre de 2016,"green, espalda, back, rojo, verde, red",18.500 MX$,Sentimientos de la Nacion,Dorian Castelli,https://www.artelista.com/obra/2410190063781742-sentimientos-de-la-nacion.html
Espana,Pintura,Paisaje,Lienzo,Acrilico,74 x 104 cm,Artelista desde: 28 de Junio de 2016,"carmelo, habanaclub, hielo, cubata, mojito, ron",129.019 MX$,Brindis melancolico II,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/4219558086067697-brindis-melancolico-ii.html
Espana,Pintura,Tabla,Media Mixta,Otros,122 x 83 cm,Artelista desde: 10 de Septiembre de 2016,sin etiquetas,82.112 MX$,EL HOMBRE,LEOPOLDO G. ANDRADES,https://www.artelista.com/obra/5036096173395456-el-hombre.html
Guatemala,Pintura,Tela,Acrilico,Desnudos,140 x 90 cm,Artelista desde: 12 de Junio de 2016,sin etiquetas,110.016 MX$,Fatima,Ricardo Lopez,https://www.artelista.com/obra/6568425452097808-fatima.html
Mexico,Pintura,Lienzo,Oleo,Desnudos,125 x 50 cm,Artelista desde: 20 de Septiembre de 2016,"male, green, verde, da vinci, leonardo, vitruvio",15.290 MX$,Renacimiento en Verde,Dorian Castelli,https://www.artelista.com/obra/6550416269710156-renacimiento-en-verde.html
Argentina,Pintura,Papel,Acrilico,Floral,35 x 50 cm,Artelista desde: 14 de Junio de 2016,"flores, pintura, tecnica",2.106 MX$,flores,Luli Balboa,https://www.artelista.com/obra/3381397699386991-flores.html
Espana,Pintura,Otros,Oleo,Paisaje,125 x 100 cm,Artelista desde: 29 de Mayo de 2016,"underground, metro, linea 1 de metro, escena de metro, metro de Madrid",240.034 MX$,Linea 1,Tomas Lorente Rebollo,https://www.artelista.com/obra/4374557096388417-linea-1.html
Espana,Pintura,Papel,Pastel,Figura,70 x 100 cm,Artelista desde: 26 de Julio de 2016,"sibila, mujer, reina, retrato, pastel",100.014 MX$,Sibila,Marco  Valenciano ,https://www.artelista.com/obra/6612008546799852-sibila.html
Mexico,Pintura,Lienzo,Oleo,Desnudos,60 x 100 cm,Artelista desde: 20 de Septiembre de 2016,"hombre, angel, alas, nubes, piedra, exilio",18.900 MX$,Exilio de Gadriel,Dorian Castelli,https://www.artelista.com/obra/5685875418448348-exilio-de-gadriel.html
Mexico,Pintura,Tela,Oleo,Desnudos,90 x 60 cm,Artelista desde: 22 de Septiembre de 2016,"negro, marmol, desnudo, male, modelo, hombre",14.850 MX$,Trazo de un Abandono,Dorian Castelli,https://www.artelista.com/obra/7370153813922347-trazo-de-un-abandono.html
Espana,Pintura,Paisaje,Acrilico,Lienzo,190 x 119 cm,Artelista desde: 24 de Agosto de 2016,"marina, humedal, paisaje, acequia, agua, rio",90.013 MX$,Encuentro,Herminio ORDONEZ,https://www.artelista.com/obra/9459284045842023-encuentro.html
Mexico,Pintura,Tela,Oleo,Desnudos,110 x 80 cm,Artelista desde: 22 de Septiembre de 2016,"desnudo, nude, naked, male, hombre, modelo",16.280 MX$,00 - El Loco,Dorian Castelli,https://www.artelista.com/obra/1494003759552271-00-el-loco.html
Espana,Pintura,Lienzo,Oleo,Figura,190 x 160 cm,Artelista desde: 15 de Junio de 2016,"descanso, sol, personas",252.036 MX$,disfrutando del sol,MANUEL SERRANO GUTIERREZ,https://www.artelista.com/obra/6853446950608194-disfrutando-del-sol.html
Espana,Pintura,Tabla,Otros,Figura,48 x 120 cm,Artelista desde: 9 de Junio de 2016,"hands, interracial, manos, metro, subway, new york",Obra vendida,New York #23,Socrates Rizquez,https://www.artelista.com/obra/5188338696238800-new-york-23.html
Espana,Pintura,Otros,Otros,Otros,93 x 157 cm,Artelista desde: 10 de Agosto de 2016,"mundo, campo, ventana",168.024 MX$,La vision del campesino,Frutos Maria Martinez,https://www.artelista.com/obra/6201578886366184-la-vision-del-campesino.html
Espana,Pintura,Paisaje,Acrilico,Lienzo,50 x 70 cm,Artelista desde: 18 de Julio de 2016,"cuba, usa, cable, colgados, sobre, amarrados",91.813 MX$,On stand by,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/3563265365618611-on-stand-by.html
